id_pokedex,nombre,especie,generacion,tipo_1,tipo_2,numero_tipos,ps,ataque,defensa,ataque_especial,defensa_especial,velocidad,total_estadisticas_base,altura_m,peso_kg,experiencia_base,habilidad_1,habilidad_2,habilidad_oculta,color,forma,habitat,ritmo_crecimiento,grupos_huevo,es_legendario,es_mitico,es_bebe,tasa_captura,felicidad_base,contador_eclosion,tasa_genero,descripcion,url_sprite,es_tipo_dual,imc,proporcion_ataque_defensa,total_fisico,total_especial,total_ofensivo,total_defensivo,distribucion_genero,nivel_estadisticas
55,Golduck,Pokémon Pato,Generacion 1,agua,,1,80,82,78,95,80,85,500,1.7,76.6,175,Humedad,Aclimatación,Nado Rápido,azul,erguido,orilla_agua,medio,"agua1, tierra",Falso,Falso,Falso,75,70,20,4,Aparece en ríos al anochecer. Puede usar poderes telequinéticos si su frente brilla misteriosamente.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png,Falso,26.5,1.05,160,175,262,238,50% Macho / 50% Hembra,Fuerte (500-599)
56,Mankey,Pokémon Mono Cerdo,Generacion 1,lucha,,1,40,80,35,35,45,70,305,0.5,28.0,61,Espíritu Vital,Irascible,Competitivo,marron,erguido,montana,medio,tierra,Falso,Falso,Falso,190,70,20,4,"Es peligroso acercarse si se enfada sin razón aparente, ya que no distingue entre amigos y enemigos.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png,Falso,112.0,2.29,115,80,185,120,50% Macho / 50% Hembra,Debajo del promedio (300-399)
57,Primeape,Pokémon Mono Cerdo,Generacion 1,lucha,,1,65,105,60,60,70,95,455,1.0,32.0,159,Espíritu Vital,Irascible,Competitivo,marron,erguido,montana,medio,tierra,Falso,Falso,Falso,75,70,20,4,Solo se calma cuando nadie está cerca. Llegar a ver ese momento es realmente difícil.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/57.png,Falso,32.0,1.75,165,130,260,195,50% Macho / 50% Hembra,Promedio (400-499)
58,Growlithe,Pokémon Perrito,Generacion 1,fuego,,1,55,70,45,70,50,60,350,0.7,19.0,70,Intimidación,Absorbe Fuego,Justiciero,marron,cuadrupedo,pradera,lento,tierra,Falso,Falso,Falso,190,70,20,2,"Es muy agradable y leal. Para ahuyentar al enemigo, se pone a ladrar y a dar bocados.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png,Falso,38.8,1.56,115,120,200,150,75% Macho / 25% Hembra,Debajo del promedio (300-399)
59,Arcanine,Pokémon Leyenda,Generacion 1,fuego,,1,90,110,80,100,80,95,555,1.9,155.0,194,Intimidación,Absorbe Fuego,Justiciero,marron,cuadrupedo,pradera,lento,tierra,Falso,Falso,Falso,75,70,20,2,Un Pokémon muy admirado desde la antigüedad por su belleza. Corre ágilmente como si tuviera alas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png,Falso,42.9,1.38,190,180,305,250,75% Macho / 25% Hembra,Fuerte (500-599)
60,Poliwag,Pokémon Renacuajo,Generacion 1,agua,,1,40,50,40,40,40,90,300,0.6,12.4,60,Absorbe Agua,Humedad,Nado Rápido,azul,piernas,orilla_agua,medio_lento,agua1,Falso,Falso,Falso,255,70,20,4,"Tiene una piel extraordinaria, fina y húmeda, que deja entrever las vísceras que tiene dispuestas en espiral.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png,Falso,34.4,1.25,90,80,180,120,50% Macho / 50% Hembra,Debajo del promedio (300-399)
61,Poliwhirl,Pokémon Renacuajo,Generacion 1,agua,,1,65,65,65,50,50,90,385,1.0,20.0,135,Absorbe Agua,Humedad,Nado Rápido,azul,humanoide,orilla_agua,medio_lento,agua1,Falso,Falso,Falso,120,70,20,4,Capaz de vivir dentro o fuera del agua. Fuera del agua suda para mantener baboso su cuerpo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png,Falso,20.0,1.0,130,100,205,180,50% Macho / 50% Hembra,Debajo del promedio (300-399)
62,Poliwrath,Pokémon Renacuajo,Generacion 1,agua,lucha,2,90,95,95,70,90,70,510,1.3,54.0,230,Absorbe Agua,Humedad,Nado Rápido,azul,humanoide,orilla_agua,medio_lento,agua1,Falso,Falso,Falso,45,70,20,4,Tiene músculos muy desarrollados. Es capaz de nadar en el océano sin descanso.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png,Verdadero,32.0,1.0,190,160,235,275,50% Macho / 50% Hembra,Fuerte (500-599)
63,Abra,Pokémon Psi,Generacion 1,psiquico,,1,25,20,15,105,55,90,310,0.9,19.5,62,Sincronía,Foco Interno,Muro Mágico,marron,erguido,urbano,medio_lento,humanoide,Falso,Falso,Falso,200,70,20,2,Duerme 18 horas al día y mientras lo hace es capaz de usar una serie de poderes extrasensoriales.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png,Falso,24.1,1.33,35,160,215,95,75% Macho / 25% Hembra,Debajo del promedio (300-399)
64,Kadabra,Pokémon Psi,Generacion 1,psiquico,,1,40,35,30,120,70,105,400,1.3,56.5,140,Sincronía,Foco Interno,Muro Mágico,marron,erguido,urbano,medio_lento,humanoide,Falso,Falso,Falso,100,70,20,2,"Cuando utiliza su poder psíquico, emite poderosas ondas alfa que pueden destruir dispositivos.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png,Falso,33.4,1.17,65,190,260,140,75% Macho / 25% Hembra,Promedio (400-499)
65,Alakazam,Pokémon Psi,Generacion 1,psiquico,,1,55,50,45,135,95,120,500,1.5,48.0,225,Sincronía,Foco Interno,Muro Mágico,marron,humanoide,urbano,medio_lento,humanoide,Falso,Falso,Falso,50,70,20,2,"Sus neuronas se multiplican continuamente durante su vida. Por eso, siempre lo recuerda todo.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png,Falso,21.3,1.11,95,230,305,195,75% Macho / 25% Hembra,Fuerte (500-599)
66,Machop,Pokémon Superpoder,Generacion 1,lucha,,1,70,80,50,35,35,35,305,0.8,19.5,61,Agallas,Indefenso,Impasible,gris,erguido,montana,medio_lento,humanoide,Falso,Falso,Falso,180,70,20,2,Levanta un Graveler para mantener sus músculos en forma. Domina todas las artes marciales.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,Falso,30.5,1.6,130,70,150,155,75% Macho / 25% Hembra,Debajo del promedio (300-399)
67,Machoke,Pokémon Superpoder,Generacion 1,lucha,,1,80,100,70,50,60,45,405,1.5,70.5,142,Agallas,Indefenso,Impasible,gris,humanoide,montana,medio_lento,humanoide,Falso,Falso,Falso,90,70,20,2,Su musculoso cuerpo es tan fuerte que usa un cinto antifuerza para controlar sus movimientos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png,Falso,31.3,1.43,170,110,195,210,75% Macho / 25% Hembra,Promedio (400-499)
68,Machamp,Pokémon Superpoder,Generacion 1,lucha,,1,90,130,80,65,85,55,505,1.6,130.0,227,Agallas,Indefenso,Impasible,gris,humanoide,montana,medio_lento,humanoide,Falso,Falso,Falso,45,70,20,2,Tiene cuatro brazos tan bien desarrollados que puede dar una serie de 1000 puñetazos en cuestión de dos segundos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png,Falso,50.8,1.62,210,150,250,255,75% Macho / 25% Hembra,Fuerte (500-599)
69,Bellsprout,Pokémon Flor,Generacion 1,planta,veneno,2,50,75,35,70,30,40,300,0.7,4.0,60,Clorofila,,Gula,verde,humanoide,bosque,medio_lento,planta,Falso,Falso,Falso,255,70,20,4,"Aunque su cuerpo es extremadamente delgado, es muy rápido a la hora de capturar sus presas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png,Verdadero,8.2,2.14,110,100,185,115,50% Macho / 50% Hembra,Debajo del promedio (300-399)
70,Weepinbell,Pokémon Matamoscas,Generacion 1,planta,veneno,2,65,90,50,85,45,55,390,1.0,6.4,137,Clorofila,,Gula,verde,masa,bosque,medio_lento,planta,Falso,Falso,Falso,120,70,20,4,Las hojas que tiene actúan como cuchillas en combate. Otra de sus armas es el corrosivo fluido que expulsa.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png,Verdadero,6.4,1.8,140,130,230,160,50% Macho / 50% Hembra,Debajo del promedio (300-399)
71,Victreebel,Pokémon Matamoscas,Generacion 1,planta,veneno,2,80,105,65,100,70,70,490,1.7,15.5,221,Clorofila,,Gula,verde,masa,bosque,medio_lento,planta,Falso,Falso,Falso,45,70,20,4,"Dicen que vive en grandes colonias en el interior de las junglas, aunque nadie ha podido verificarlo.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png,Verdadero,5.4,1.62,170,170,275,215,50% Macho / 50% Hembra,Promedio (400-499)
72,Tentacool,Pokémon Medusa,Generacion 1,agua,veneno,2,40,40,35,50,100,70,335,0.9,45.5,67,Cuerpo Puro,Lodo Líquido,Cura Lluvia,azul,tentaculos,mar,lento,agua3,Falso,Falso,Falso,190,70,20,4,Su cuerpo se compone casi en exclusiva de agua. Lanza extraños rayos con sus ojos cristalinos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png,Verdadero,56.2,1.14,75,150,160,175,50% Macho / 50% Hembra,Debajo del promedio (300-399)
73,Tentacruel,Pokémon Medusa,Generacion 1,agua,veneno,2,80,70,65,80,120,100,515,1.6,55.0,180,Cuerpo Puro,Lodo Líquido,Cura Lluvia,azul,tentaculos,mar,lento,agua3,Falso,Falso,Falso,60,70,20,4,"Cuando caza, extiende los cortos tentáculos que tiene para atrapar e inmovilizar a su presa.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png,Verdadero,21.5,1.08,135,200,250,265,50% Macho / 50% Hembra,Fuerte (500-599)
74,Geodude,Pokémon Roca,Generacion 1,roca,tierra,2,40,80,100,30,30,20,300,0.4,20.0,60,Cabeza Roca,Robustez,Velo Arena,marron,brazos,montana,medio_lento,mineral,Falso,Falso,Falso,255,70,15,4,"Aparecen en llanos y montañas. Como parecen rocas, la gente se tropieza con ellos o los pisa.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png,Verdadero,125.0,0.8,180,60,130,170,50% Macho / 50% Hembra,Debajo del promedio (300-399)
75,Graveler,Pokémon Roca,Generacion 1,roca,tierra,2,55,95,115,45,45,35,390,1.0,105.0,137,Cabeza Roca,Robustez,Velo Arena,marron,humanoide,montana,medio_lento,mineral,Falso,Falso,Falso,120,70,15,4,"De naturaleza descuidada y libre, no le importa dañarse cuando baja rodando montañas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png,Verdadero,105.0,0.83,210,90,175,215,50% Macho / 50% Hembra,Debajo del promedio (300-399)
76,Golem,Pokémon Megatón,Generacion 1,roca,tierra,2,80,120,130,55,65,45,495,1.4,300.0,223,Cabeza Roca,Robustez,Velo Arena,marron,humanoide,montana,medio_lento,mineral,Falso,Falso,Falso,45,70,15,4,Se lanza montaña abajo y deja un surco desde la cima hasta el pie. Es mejor mantenerse alejado.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png,Verdadero,153.1,0.92,250,120,220,275,50% Macho / 50% Hembra,Promedio (400-499)
77,Ponyta,Pokémon Caballo Fuego,Generacion 1,fuego,,1,50,85,55,65,65,90,410,1.0,30.0,82,Fuga,Absorbe Fuego,Cuerpo Llama,amarillo,cuadrupedo,pradera,medio,tierra,Falso,Falso,Falso,190,70,20,4,"Cuando nace, apenas puede tenerse en pie. Pero va fortaleciendo las patas en cuanto empieza a galopar.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png,Falso,30.0,1.55,140,130,240,170,50% Macho / 50% Hembra,Promedio (400-499)
78,Rapidash,Pokémon Caballo Fuego,Generacion 1,fuego,,1,65,100,70,80,80,105,500,1.7,95.0,175,Fuga,Absorbe Fuego,Cuerpo Llama,amarillo,cuadrupedo,pradera,medio,tierra,Falso,Falso,Falso,60,70,20,4,Galopa a casi 240 km por hora. Su crin ardiente parece una flecha cuando corre.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png,Falso,32.9,1.43,170,160,285,215,50% Macho / 50% Hembra,Fuerte (500-599)
79,Slowpoke,Pokémon Atontado,Generacion 1,agua,psiquico,2,90,65,65,40,40,15,315,1.2,36.0,63,Despiste,Ritmo Propio,Regeneración,rosa,cuadrupedo,orilla_agua,medio,"monstruo, agua1",Falso,Falso,Falso,190,70,20,4,"Descansa ocioso junto al agua. Si algo muerde su cola, no lo notará en todo el día.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png,Verdadero,25.0,1.0,130,80,120,195,50% Macho / 50% Hembra,Debajo del promedio (300-399)
80,Slowbro,Pokémon Ermitaño,Generacion 1,agua,psiquico,2,95,75,110,100,80,30,490,1.6,78.5,172,Despiste,Ritmo Propio,Regeneración,rosa,erguido,orilla_agua,medio,"monstruo, agua1",Falso,Falso,Falso,75,70,20,4,"Tiene una cola tan apetecible, que el Shellder que va enganchado a ella no se soltará por nada del mundo.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png,Verdadero,30.7,0.68,185,180,205,285,50% Macho / 50% Hembra,Promedio (400-499)
81,Magnemite,Pokémon Imán,Generacion 1,electrico,acero,2,25,35,70,95,55,45,325,0.3,6.0,65,Imán,Robustez,Cálculo Final,gris,brazos,terreno_aspero,medio,mineral,Falso,Falso,Falso,190,70,20,-1,Las unidades a los lados de su cuerpo generan energía antigravitatoria para mantenerlo en el aire.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png,Verdadero,66.7,0.5,105,150,175,150,Sin genero,Debajo del promedio (300-399)
82,Magneton,Pokémon Imán,Generacion 1,electrico,acero,2,50,60,95,120,70,70,465,1.0,60.0,163,Imán,Robustez,Cálculo Final,gris,cabezas,terreno_aspero,medio,mineral,Falso,Falso,Falso,60,70,20,-1,Lo constituye un grupo de Magnemite. Descarga potentes ondas magnéticas de alto voltaje.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png,Verdadero,60.0,0.63,155,190,250,215,Sin genero,Promedio (400-499)
83,Farfetch’D,Pokémon Pato Salvaje,Generacion 1,normal,volador,2,52,90,55,58,62,60,377,0.8,15.0,132,Vista Lince,Foco Interno,Competitivo,marron,alas,pradera,medio,"volador, tierra",Falso,Falso,Falso,45,70,20,4,El puerro que lleva es su mejor arma. Suele usarlo como espada para cortar cosas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,Verdadero,23.4,1.64,145,120,208,169,50% Macho / 50% Hembra,Debajo del promedio (300-399)
84,Doduo,Pokémon Ave Gemela,Generacion 1,normal,volador,2,35,85,45,35,35,75,310,1.4,39.2,62,Fuga,Madrugar,Tumbos,marron,piernas,pradera,medio,volador,Falso,Falso,Falso,190,70,20,4,"Este Pokémon de dos cabezas es el resultado de una mutación. Cuando corre, puede alcanzar casi 100 km por hora.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png,Verdadero,20.0,1.89,130,70,195,115,50% Macho / 50% Hembra,Debajo del promedio (300-399)
85,Dodrio,Pokémon Ave Triple,Generacion 1,normal,volador,2,60,110,70,60,60,110,470,1.8,85.2,165,Fuga,Madrugar,Tumbos,marron,piernas,pradera,medio,volador,Falso,Falso,Falso,45,70,20,4,"Más vale no perder de vista ninguna de las tres cabezas. De lo contrario, el número de picotazos será enorme.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,Verdadero,26.3,1.57,180,120,280,190,50% Macho / 50% Hembra,Promedio (400-499)
86,Seel,Pokémon León Marino,Generacion 1,agua,,1,65,45,55,45,70,45,325,1.1,90.0,65,Sebo,Hidratación,Gélido,blanco,pez,mar,medio,"agua1, tierra",Falso,Falso,Falso,190,70,20,4,Este Pokémon vive en icebergs. Nada en el mar y usa el cuerno de su cabeza para romper el hielo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png,Falso,74.4,0.82,100,115,135,190,50% Macho / 50% Hembra,Debajo del promedio (300-399)
87,Dewgong,Pokémon León Marino,Generacion 1,agua,hielo,2,90,70,80,70,95,70,475,1.7,120.0,166,Sebo,Hidratación,Gélido,blanco,pez,mar,medio,"agua1, tierra",Falso,Falso,Falso,75,70,20,4,Está recubierto de un luminoso pelaje blanco. Este Pokémon aumenta su actividad cuando bajan las temperaturas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png,Verdadero,41.5,0.88,150,165,210,265,50% Macho / 50% Hembra,Promedio (400-499)
88,Grimer,Pokémon Lodo,Generacion 1,veneno,,1,80,80,50,40,50,25,325,0.9,30.0,65,Hedor,Viscosidad,Toque Tóxico,morado,brazos,urbano,medio,indeterminado,Falso,Falso,Falso,190,70,20,4,Nace de lodo alterado al filtrarse en el agua los rayos X reflejados por la Luna. Se alimenta de sustancias desagradables.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png,Falso,37.0,1.6,130,90,145,180,50% Macho / 50% Hembra,Debajo del promedio (300-399)
89,Muk,Pokémon Lodo,Generacion 1,veneno,,1,105,105,75,65,100,50,500,1.2,30.0,175,Hedor,Viscosidad,Toque Tóxico,morado,brazos,urbano,medio,indeterminado,Falso,Falso,Falso,75,70,20,4,"Les encanta reunirse en zonas apestosas donde se acumula el lodo, haciendo su olor más insoportable.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png,Falso,20.8,1.4,180,165,220,280,50% Macho / 50% Hembra,Fuerte (500-599)
90,Shellder,Pokémon Bivalvo,Generacion 1,agua,,1,30,65,100,45,25,40,305,0.3,4.0,61,Caparazón,Encadenado,Funda,morado,bola,mar,lento,agua3,Falso,Falso,Falso,190,70,20,4,La concha lo protege de cualquier tipo de ataque. Solo es vulnerable cuando se abre.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png,Falso,44.4,0.65,165,70,150,155,50% Macho / 50% Hembra,Debajo del promedio (300-399)
91,Cloyster,Pokémon Bivalvo,Generacion 1,agua,hielo,2,50,95,180,85,45,70,525,1.5,132.5,184,Caparazón,Encadenado,Funda,morado,bola,mar,lento,agua3,Falso,Falso,Falso,60,70,20,4,A los Cloyster que viven en las fuertes corrientes marinas les crecen largas y afiladas púas en la concha.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png,Verdadero,58.9,0.53,275,130,250,275,50% Macho / 50% Hembra,Fuerte (500-599)
92,Gastly,Pokémon Gas,Generacion 1,fantasma,veneno,2,30,35,30,100,35,80,310,1.3,0.1,62,Levitación,,,morado,bola,cueva,medio_lento,indeterminado,Falso,Falso,Falso,190,70,20,4,Su etéreo cuerpo está hecho de gas. Puede envolver a un oponente de cualquier tamaño hasta ahogarlo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png,Verdadero,0.1,1.17,65,135,215,95,50% Macho / 50% Hembra,Debajo del promedio (300-399)
93,Haunter,Pokémon Gas,Generacion 1,fantasma,veneno,2,45,50,45,115,55,95,405,1.6,0.1,142,Levitación,,,morado,brazos,cueva,medio_lento,indeterminado,Falso,Falso,Falso,90,70,20,4,"Cuando tienes la sensación de que te están observando, seguro que es porque Haunter está cerca.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png,Verdadero,0.0,1.11,95,170,260,145,50% Macho / 50% Hembra,Promedio (400-499)
94,Gengar,Pokémon Sombra,Generacion 1,fantasma,veneno,2,60,65,60,130,75,110,500,1.5,40.5,225,Cuerpo Maldito,,,morado,erguido,cueva,medio_lento,indeterminado,Falso,Falso,Falso,45,70,20,4,"Se esconde entre las sombras. Se dice que donde Gengar acecha, la temperatura baja 5 °C.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png,Verdadero,18.0,1.08,125,205,305,195,50% Macho / 50% Hembra,Fuerte (500-599)
95,Onix,Pokémon Serpiente Roca,Generacion 1,roca,tierra,2,35,45,160,30,45,70,385,8.8,210.0,77,Cabeza Roca,Robustez,Armadura Frágil,gris,serpentino,cueva,medio,mineral,Falso,Falso,Falso,45,70,25,4,Cava a gran velocidad en busca de comida. Los túneles que deja son usados por los Diglett.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png,Verdadero,2.7,0.28,205,75,145,240,50% Macho / 50% Hembra,Debajo del promedio (300-399)
96,Drowzee,Pokémon Hipnosis,Generacion 1,psiquico,,1,60,48,45,43,90,42,328,1.0,32.4,66,Insomnio,Alerta,Foco Interno,amarillo,humanoide,pradera,medio,humanoide,Falso,Falso,Falso,190,70,20,4,Adormece a sus enemigos y se come sus sueños. A veces se pone enfermo si come pesadillas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png,Falso,32.4,1.07,93,133,133,195,50% Macho / 50% Hembra,Debajo del promedio (300-399)
97,Hypno,Pokémon Hipnosis,Generacion 1,psiquico,,1,85,73,70,73,115,67,483,1.6,75.6,169,Insomnio,Alerta,Foco Interno,amarillo,humanoide,pradera,medio,humanoide,Falso,Falso,Falso,75,70,20,4,"Lleva un péndulo en la mano. Una vez, hizo desaparecer a un niño al que había hipnotizado.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png,Falso,29.5,1.04,143,188,213,270,50% Macho / 50% Hembra,Promedio (400-499)
98,Krabby,Pokémon Cangrejo,Generacion 1,agua,,1,30,105,90,25,25,50,325,0.4,6.5,65,Corte Fuerte,Caparazón,Potencia Bruta,rojo,armadura,orilla_agua,medio,agua3,Falso,Falso,Falso,225,70,20,4,"Ante el peligro, se camufla con las burbujas que desprende su boca, para parecer más grande.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png,Falso,40.6,1.17,195,50,180,145,50% Macho / 50% Hembra,Debajo del promedio (300-399)
99,Kingler,Pokémon Tenaza,Generacion 1,agua,,1,55,130,115,50,50,75,475,1.3,60.0,166,Corte Fuerte,Caparazón,Potencia Bruta,rojo,armadura,orilla_agua,medio,agua3,Falso,Falso,Falso,60,70,20,4,"La pinza tan grande que tiene posee una fuerza de 10 000 caballos de potencia. Pero, por su gran tamaño, cuesta moverla.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png,Falso,35.5,1.13,245,100,255,220,50% Macho / 50% Hembra,Promedio (400-499)
100,Voltorb,Pokémon Bola,Generacion 1,electrico,,1,40,30,50,55,55,100,330,0.5,10.4,66,Insonorizar,Elec. Estática,Detonación,rojo,bola,urbano,medio,mineral,Falso,Falso,Falso,190,70,20,-1,Fue descubierto cuando se crearon las Poké Balls. Se dice que tiene algo que ver con ellas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png,Falso,41.6,0.6,80,110,185,145,Sin genero,Debajo del promedio (300-399)
